game,name_ko_game,char_id,name_ko,name_en,route_en,rank,rarity_label,element,weapon_or_path,is_playable_avatar,release_unix,release_date,n_battlesuits,best_rank,latest_s_battlesuit
genshin,원신,10000065,쿠키 시노부,,Kuki Shinobu,4,4성,Electric,WEAPON_SWORD_ONE_HAND,False,1655823600.0,2022-06-21T15:00:00+00:00,,,
genshin,원신,10000066,카미사토 아야토,,Kamisato Ayato,5,5성,Water,WEAPON_SWORD_ONE_HAND,False,1648587600.0,2022-03-29T21:00:00+00:00,,,
genshin,원신,10000067,콜레이,,Collei,4,4성,Grass,WEAPON_BOW,False,1661288400.0,2022-08-23T21:00:00+00:00,,,
genshin,원신,10000068,도리,,Dori,4,4성,Electric,WEAPON_CLAYMORE,False,1662735600.0,2022-09-09T15:00:00+00:00,,,
genshin,원신,10000069,타이나리,,Tighnari,5,5성,Grass,WEAPON_BOW,False,1661288400.0,2022-08-23T21:00:00+00:00,,,
genshin,원신,10000070,닐루,,Nilou,5,5성,Water,WEAPON_SWORD_ONE_HAND,False,1665759600.0,2022-10-14T15:00:00+00:00,,,
genshin,원신,10000071,사이노,,Cyno,5,5성,Electric,WEAPON_POLE,False,1664226000.0,2022-09-26T21:00:00+00:00,,,
genshin,원신,10000072,캔디스,,Candace,4,4성,Water,WEAPON_POLE,False,1664226000.0,2022-09-26T21:00:00+00:00,,,
genshin,원신,10000073,나히다,,Nahida,5,5성,Grass,WEAPON_CATALYST,False,1667253600.0,2022-10-31T22:00:00+00:00,,,
genshin,원신,10000074,레일라,,Layla,4,4성,Ice,WEAPON_SWORD_ONE_HAND,False,1668787200.0,2022-11-18T16:00:00+00:00,,,
genshin,원신,10000075,방랑자,,Wanderer,5,5성,Wind,WEAPON_CATALYST,False,1670277600.0,2022-12-05T22:00:00+00:00,,,
genshin,원신,10000076,파루잔,,Faruzan,4,4성,Wind,WEAPON_BOW,False,1670277600.0,2022-12-05T22:00:00+00:00,,,
genshin,원신,10000077,요요,,Yaoyao,4,4성,Grass,WEAPON_POLE,False,1673906400.0,2023-01-16T22:00:00+00:00,,,
genshin,원신,10000078,알하이탐,,Alhaitham,5,5성,Grass,WEAPON_SWORD_ONE_HAND,False,1673906400.0,2023-01-16T22:00:00+00:00,,,
genshin,원신,10000079,데히야,,Dehya,5,5성,Fire,WEAPON_CLAYMORE,False,1677535200.0,2023-02-27T22:00:00+00:00,,,
genshin,원신,10000080,미카,,Mika,4,4성,Ice,WEAPON_POLE,False,1679414400.0,2023-03-21T16:00:00+00:00,,,
genshin,원신,10000081,카베,,Kaveh,4,4성,Grass,WEAPON_CLAYMORE,False,1683039600.0,2023-05-02T15:00:00+00:00,,,
genshin,원신,10000082,백출,,Baizhu,5,5성,Grass,WEAPON_CATALYST,False,1683039600.0,2023-05-02T15:00:00+00:00,,,
genshin,원신,10000083,리넷,,Lynette,4,4성,Wind,WEAPON_SWORD_ONE_HAND,False,1692046800.0,2023-08-14T21:00:00+00:00,,,
genshin,원신,10000084,리니,,Lyney,5,5성,Fire,WEAPON_BOW,False,1692046800.0,2023-08-14T21:00:00+00:00,,,
genshin,원신,10000085,프레미네,,Freminet,4,4성,Ice,WEAPON_CLAYMORE,False,1693926000.0,2023-09-05T15:00:00+00:00,,,
genshin,원신,10000086,라이오슬리,,Wriothesley,5,5성,Ice,WEAPON_CATALYST,False,1697554800.0,2023-10-17T15:00:00+00:00,,,
genshin,원신,10000087,느비예트,,Neuvillette,5,5성,Water,WEAPON_CATALYST,False,1695675600.0,2023-09-25T21:00:00+00:00,,,
genshin,원신,10000088,샤를로트,,Charlotte,4,4성,Ice,WEAPON_CATALYST,False,1699308000.0,2023-11-06T22:00:00+00:00,,,
genshin,원신,10000089,푸리나,,Furina,5,5성,Water,WEAPON_SWORD_ONE_HAND,False,1699308000.0,2023-11-06T22:00:00+00:00,,,
genshin,원신,10000090,슈브르즈,,Chevreuse,4,4성,Fire,WEAPON_POLE,False,1704816000.0,2024-01-09T16:00:00+00:00,,,
genshin,원신,10000091,나비아,,Navia,5,5성,Rock,WEAPON_CLAYMORE,False,1702936800.0,2023-12-18T22:00:00+00:00,,,
genshin,원신,10000092,가명,,Gaming,4,4성,Fire,WEAPON_CLAYMORE,False,1706565600.0,2024-01-29T22:00:00+00:00,,,
genshin,원신,10000093,한운,,Xianyun,5,5성,Wind,WEAPON_CATALYST,False,1706565600.0,2024-01-29T22:00:00+00:00,,,
genshin,원신,10000094,치오리,,Chiori,5,5성,Rock,WEAPON_SWORD_ONE_HAND,False,1710194400.0,2024-03-11T22:00:00+00:00,,,
genshin,원신,10000095,시그윈,,Sigewinne,5,5성,Water,WEAPON_BOW,False,1719414000.0,2024-06-26T15:00:00+00:00,,,
genshin,원신,10000096,아를레키노,,Arlecchino,5,5성,Fire,WEAPON_POLE,False,1713819600.0,2024-04-22T21:00:00+00:00,,,
genshin,원신,10000097,세토스,,Sethos,4,4성,Electric,WEAPON_BOW,False,1717448400.0,2024-06-03T21:00:00+00:00,,,
genshin,원신,10000098,클로린드,,Clorinde,5,5성,Electric,WEAPON_SWORD_ONE_HAND,False,1717448400.0,2024-06-03T21:00:00+00:00,,,
genshin,원신,10000099,에밀리,,Emilie,5,5성,Grass,WEAPON_POLE,False,1722956400.0,2024-08-06T15:00:00+00:00,,,
genshin,원신,10000100,카치나,,Kachina,4,4성,Rock,WEAPON_POLE,False,1724706000.0,2024-08-26T21:00:00+00:00,,,
genshin,원신,10000101,키니치,,Kinich,5,5성,Grass,WEAPON_CLAYMORE,False,1726585200.0,2024-09-17T15:00:00+00:00,,,
genshin,원신,10000102,말라니,,Mualani,5,5성,Water,WEAPON_CATALYST,False,1724706000.0,2024-08-26T21:00:00+00:00,,,
genshin,원신,10000103,실로닌,,Xilonen,5,5성,Rock,WEAPON_SWORD_ONE_HAND,False,1728334800.0,2024-10-07T21:00:00+00:00,,,
genshin,원신,10000104,차스카,,Chasca,5,5성,Wind,WEAPON_BOW,False,1731967200.0,2024-11-18T22:00:00+00:00,,,
genshin,원신,10000105,올로룬,,Ororon,4,4성,Electric,WEAPON_BOW,False,1731967200.0,2024-11-18T22:00:00+00:00,,,
genshin,원신,10000106,마비카,,Mavuika,5,5성,Fire,WEAPON_CLAYMORE,False,1735596000.0,2024-12-30T22:00:00+00:00,,,
genshin,원신,10000107,시틀라리,,Citlali,5,5성,Ice,WEAPON_CATALYST,False,1735596000.0,2024-12-30T22:00:00+00:00,,,
genshin,원신,10000108,남연,,Lan Yan,4,4성,Wind,WEAPON_CATALYST,False,1737475200.0,2025-01-21T16:00:00+00:00,,,
genshin,원신,10000109,유메미즈키 미즈키,,Yumemizuki Mizuki,5,5성,Wind,WEAPON_CATALYST,False,1739224800.0,2025-02-10T22:00:00+00:00,,,
genshin,원신,10000110,얀사,,Iansan,4,4성,Electric,WEAPON_POLE,False,1742853600.0,2025-03-24T22:00:00+00:00,,,
genshin,원신,10000111,바레사,,Varesa,5,5성,Electric,WEAPON_CATALYST,False,1742853600.0,2025-03-24T22:00:00+00:00,,,
genshin,원신,10000112,에스코피에,,Escoffier,5,5성,Ice,WEAPON_POLE,False,1746478800.0,2025-05-05T21:00:00+00:00,,,
genshin,원신,10000113,이파,,Ifa,4,4성,Wind,WEAPON_CATALYST,False,1746478800.0,2025-05-05T21:00:00+00:00,,,
genshin,원신,10000114,스커크,,Skirk,5,5성,Ice,WEAPON_SWORD_ONE_HAND,False,1750107600.0,2025-06-16T21:00:00+00:00,,,
genshin,원신,10000115,달리아,,Dahlia,4,4성,Water,WEAPON_SWORD_ONE_HAND,False,1750107600.0,2025-06-16T21:00:00+00:00,,,
genshin,원신,10000116,이네파,,Ineffa,5,5성,Electric,WEAPON_POLE,False,1753736400.0,2025-07-28T21:00:00+00:00,,,
genshin,원신,10000117,별인형·남성,,Manekin,5,5성,,WEAPON_SWORD_ONE_HAND,True,1760994000.0,2025-10-20T21:00:00+00:00,,,
genshin,원신,10000118,별인형·여성,,Manekina,5,5성,,WEAPON_SWORD_ONE_HAND,True,1760994000.0,2025-10-20T21:00:00+00:00,,,
genshin,원신,10000119,라우마,,Lauma,5,5성,Grass,WEAPON_CATALYST,False,1757365200.0,2025-09-08T21:00:00+00:00,,,
genshin,원신,10000120,플린스,,Flins,5,5성,Electric,WEAPON_POLE,False,1759244400.0,2025-09-30T15:00:00+00:00,,,
genshin,원신,10000121,아이노,,Aino,4,4성,Water,WEAPON_CLAYMORE,False,1757365200.0,2025-09-08T21:00:00+00:00,,,
genshin,원신,10000122,네페르,,Nefer,5,5성,Grass,WEAPON_CATALYST,False,1760994000.0,2025-10-20T21:00:00+00:00,,,
genshin,원신,10000123,두린,,Durin,5,5성,Fire,WEAPON_SWORD_ONE_HAND,False,1764626400.0,2025-12-01T22:00:00+00:00,,,
genshin,원신,10000124,야호다,,Jahoda,4,4성,Wind,WEAPON_BOW,False,1764626400.0,2025-12-01T22:00:00+00:00,,,
genshin,원신,10000125,콜롬비나,,Columbina,5,5성,Water,WEAPON_CATALYST,False,1768255200.0,2026-01-12T22:00:00+00:00,,,
genshin,원신,10000126,자백,,Zibai,5,5성,Rock,WEAPON_SWORD_ONE_HAND,False,1770134400.0,2026-02-03T16:00:00+00:00,,,
genshin,원신,10000127,일루가,,Illuga,4,4성,Rock,WEAPON_POLE,False,1770134400.0,2026-02-03T16:00:00+00:00,,,
genshin,원신,10000128,바르카,,Varka,5,5성,Wind,WEAPON_CLAYMORE,False,1771884000.0,2026-02-23T22:00:00+00:00,,,
genshin,원신,10000129,로엔,,Lohen,5,5성,Ice,WEAPON_POLE,False,1781017200.0,2026-06-09T15:00:00+00:00,,,
genshin,원신,10000130,린네아,,Linnea,5,5성,Rock,WEAPON_BOW,False,1775509200.0,2026-04-06T21:00:00+00:00,,,
genshin,원신,10000131,니콜,,Nicole,5,5성,Fire,WEAPON_CATALYST,False,1779138000.0,2026-05-18T21:00:00+00:00,,,
genshin,원신,10000132,프루네,,Prune,4,4성,Wind,WEAPON_CATALYST,False,1779138000.0,2026-05-18T21:00:00+00:00,,,
genshin,원신,10000133,산드로네,,Sandrone,5,5성,Ice,WEAPON_CLAYMORE,False,1782766800.0,2026-06-29T21:00:00+00:00,,,
genshin,원신,10000148,알료샤,,Alyosha,4,4성,Electric,WEAPON_POLE,False,1786395600.0,2026-08-10T21:00:00+00:00,,,
genshin,원신,10000150,오데트,,Odette,5,5성,Ice,WEAPON_SWORD_ONE_HAND,False,1786395600.0,2026-08-10T21:00:00+00:00,,,
genshin,원신,10000005-pyro,여행자,,Pyro Traveler Boy,5,5성,Fire,WEAPON_SWORD_ONE_HAND,True,1735758000.0,2025-01-01T19:00:00+00:00,,,
genshin,원신,10000005-hydro,여행자,,Hydro Traveler Boy,5,5성,Water,WEAPON_SWORD_ONE_HAND,True,1690146000.0,2023-07-23T21:00:00+00:00,,,
genshin,원신,10000005-anemo,여행자,,Anemo Traveler Boy,5,5성,Wind,WEAPON_SWORD_ONE_HAND,True,1601244000.0,2020-09-27T22:00:00+00:00,,,
genshin,원신,10000005-cryo,여행자,,Cryo Traveler Boy,5,5성,Ice,WEAPON_SWORD_ONE_HAND,True,1786561200.0,2026-08-12T19:00:00+00:00,,,
genshin,원신,10000005-geo,여행자,,Geo Traveler Boy,5,5성,Rock,WEAPON_SWORD_ONE_HAND,True,1601244000.0,2020-09-27T22:00:00+00:00,,,
genshin,원신,10000005-electro,여행자,,Electro Traveler Boy,5,5성,Electric,WEAPON_SWORD_ONE_HAND,True,1626814800.0,2021-07-20T21:00:00+00:00,,,
genshin,원신,10000005-dendro,여행자,,Dendro Traveler Boy,5,5성,Grass,WEAPON_SWORD_ONE_HAND,True,1657659600.0,2022-07-12T21:00:00+00:00,,,
genshin,원신,10000007-pyro,여행자,,Pyro Traveler Girl,5,5성,Fire,WEAPON_SWORD_ONE_HAND,True,1735758000.0,2025-01-01T19:00:00+00:00,,,
genshin,원신,10000007-hydro,여행자,,Hydro Traveler Girl,5,5성,Water,WEAPON_SWORD_ONE_HAND,True,1690146000.0,2023-07-23T21:00:00+00:00,,,
genshin,원신,10000007-anemo,여행자,,Anemo Traveler Girl,5,5성,Wind,WEAPON_SWORD_ONE_HAND,True,1601244000.0,2020-09-27T22:00:00+00:00,,,
genshin,원신,10000007-cryo,여행자,,Cryo Traveler Girl,5,5성,Ice,WEAPON_SWORD_ONE_HAND,True,1786561200.0,2026-08-12T19:00:00+00:00,,,
genshin,원신,10000007-geo,여행자,,Geo Traveler Girl,5,5성,Rock,WEAPON_SWORD_ONE_HAND,True,1601244000.0,2020-09-27T22:00:00+00:00,,,
genshin,원신,10000007-electro,여행자,,Electro Traveler Girl,5,5성,Electric,WEAPON_SWORD_ONE_HAND,True,1626814800.0,2021-07-20T21:00:00+00:00,,,
genshin,원신,10000007-dendro,여행자,,Dendro Traveler Girl,5,5성,Grass,WEAPON_SWORD_ONE_HAND,True,1657659600.0,2022-07-12T21:00:00+00:00,,,
starrail,붕괴:스타레일,1001,Mar. 7th,,March 7th,4,4성,Ice,Knight,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1002,단항,,Dan Heng,4,4성,Wind,Rogue,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1003,히메코,,Himeko,5,5성,Fire,Mage,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1004,웰트,,Welt,5,5성,Imaginary,Warlock,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1005,카프카,,Kafka,5,5성,Thunder,Warlock,False,1689757200.0,2023-07-19T09:00:00+00:00,,,
starrail,붕괴:스타레일,1006,은랑,,Silver Wolf,5,5성,Quantum,Warlock,False,1686128400.0,2023-06-07T09:00:00+00:00,,,
starrail,붕괴:스타레일,1008,아를란,,Arlan,4,4성,Thunder,Warrior,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1009,아스타,,Asta,4,4성,Fire,Shaman,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1013,헤르타,,Herta,4,4성,Ice,Mage,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1014,세이버,,Saber,5,5성,Wind,Warrior,False,1752224400.0,2025-07-11T09:00:00+00:00,,,
starrail,붕괴:스타레일,1015,아처,,Archer,5,5성,Quantum,Rogue,False,1752224400.0,2025-07-11T09:00:00+00:00,,,
starrail,붕괴:스타레일,1101,브로냐,,Bronya,5,5성,Wind,Shaman,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1102,제레,,Seele,5,5성,Quantum,Rogue,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1103,서벌,,Serval,4,4성,Thunder,Mage,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1104,게파드,,Gepard,5,5성,Ice,Knight,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1105,나타샤,,Natasha,4,4성,Physical,Priest,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1106,페라,,Pela,4,4성,Ice,Warlock,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1107,클라라,,Clara,5,5성,Physical,Warrior,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1108,삼포,,Sampo,4,4성,Wind,Warlock,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1109,후크,,Hook,4,4성,Fire,Warrior,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1110,링스,,Lynx,4,4성,Quantum,Priest,False,1695200400.0,2023-09-20T09:00:00+00:00,,,
starrail,붕괴:스타레일,1111,루카,,Luka,4,4성,Physical,Warlock,False,1689757200.0,2023-07-19T09:00:00+00:00,,,
starrail,붕괴:스타레일,1112,토파즈&복순이,,Topaz & Numby,5,5성,Fire,Rogue,False,1698483600.0,2023-10-28T09:00:00+00:00,,,
starrail,붕괴:스타레일,1201,청작,,Qingque,4,4성,Quantum,Mage,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1202,정운,,Tingyun,4,4성,Thunder,Shaman,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1203,나찰,,Luocha,5,5성,Imaginary,Priest,False,1687942800.0,2023-06-28T09:00:00+00:00,,,
starrail,붕괴:스타레일,1204,경원,,Jing Yuan,5,5성,Thunder,Mage,False,1684335600.0,2023-05-17T15:00:00+00:00,,,
starrail,붕괴:스타레일,1205,블레이드,,Blade,5,5성,Wind,Warrior,False,1689757200.0,2023-07-19T09:00:00+00:00,,,
starrail,붕괴:스타레일,1206,소상,,Sushang,4,4성,Physical,Rogue,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1207,어공,,Yukong,4,4성,Imaginary,Shaman,False,1687942800.0,2023-06-28T09:00:00+00:00,,,
starrail,붕괴:스타레일,1208,부현,,Fu Xuan,5,5성,Quantum,Knight,False,1695200400.0,2023-09-20T09:00:00+00:00,,,
starrail,붕괴:스타레일,1209,연경,,Yanqing,5,5성,Ice,Rogue,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1210,계네빈,,Guinaifen,4,4성,Fire,Warlock,False,1698483600.0,2023-10-28T09:00:00+00:00,,,
starrail,붕괴:스타레일,1211,백로,,Bailu,5,5성,Thunder,Priest,False,1682460000.0,2023-04-25T22:00:00+00:00,,,
starrail,붕괴:스타레일,1212,경류,,Jingliu,5,5성,Ice,Warrior,False,1697014800.0,2023-10-11T09:00:00+00:00,,,
starrail,붕괴:스타레일,1213,단항•음월,,Dan Heng • Imbibitor Lunae,5,5성,Imaginary,Warrior,False,1693386000.0,2023-08-30T09:00:00+00:00,,,
starrail,붕괴:스타레일,1214,설의,,Xueyi,4,4성,Quantum,Warrior,False,1703671200.0,2023-12-27T10:00:00+00:00,,,
starrail,붕괴:스타레일,1215,한아,,Hanya,4,4성,Physical,Shaman,False,1701856800.0,2023-12-06T10:00:00+00:00,,,
starrail,붕괴:스타레일,1217,곽향,,Huohuo,5,5성,Wind,Priest,False,1700042400.0,2023-11-15T10:00:00+00:00,,,
starrail,붕괴:스타레일,1218,초구,,Jiaoqiu,5,5성,Fire,Warlock,False,1724230800.0,2024-08-21T09:00:00+00:00,,,
starrail,붕괴:스타레일,1220,비소,,Feixiao,5,5성,Wind,Rogue,False,1725958800.0,2024-09-10T09:00:00+00:00,,,
starrail,붕괴:스타레일,1221,운리,,Yunli,5,5성,Physical,Warrior,False,1722416400.0,2024-07-31T09:00:00+00:00,,,
starrail,붕괴:스타레일,1222,영사,,Lingsha,5,5성,Fire,Priest,False,1727859600.0,2024-10-02T09:00:00+00:00,,,
starrail,붕괴:스타레일,1223,맥택,,Moze,4,4성,Thunder,Rogue,False,1725958800.0,2024-09-10T09:00:00+00:00,,,
starrail,붕괴:스타레일,1224,Mar. 7th,,March 7th,4,4성,Imaginary,Rogue,False,1722416400.0,2024-07-31T09:00:00+00:00,,,
starrail,붕괴:스타레일,1225,망귀인,,Fugue,5,5성,Fire,Warlock,False,1735120800.0,2024-12-25T10:00:00+00:00,,,
starrail,붕괴:스타레일,1301,갤러거,,Gallagher,4,4성,Fire,Priest,False,1711533600.0,2024-03-27T10:00:00+00:00,,,
starrail,붕괴:스타레일,1302,아젠티,,Argenti,5,5성,Physical,Mage,False,1701856800.0,2023-12-06T10:00:00+00:00,,,
starrail,붕괴:스타레일,1303,완•매,,Ruan Mei,5,5성,Ice,Shaman,False,1703671200.0,2023-12-27T10:00:00+00:00,,,
starrail,붕괴:스타레일,1304,어벤츄린,,Aventurine,5,5성,Imaginary,Knight,False,1713344400.0,2024-04-17T09:00:00+00:00,,,
starrail,붕괴:스타레일,1305,Dr. 레이시오,,Dr. Ratio,5,5성,Imaginary,Rogue,False,1705485600.0,2024-01-17T10:00:00+00:00,,,
starrail,붕괴:스타레일,1306,스파클,,Sparkle,5,5성,Quantum,Shaman,False,1707213600.0,2024-02-06T10:00:00+00:00,,,
starrail,붕괴:스타레일,1307,블랙 스완,,Black Swan,5,5성,Wind,Warlock,False,1707213600.0,2024-02-06T10:00:00+00:00,,,
